Name,Price,Seller,Link
iPhone 15 Blue 256GB,"S$1,350",wj123,https://www.carousell.sg/p/iphone-15-blue-256gb-1261825182/?t-id=47LtR41w3w_1698142726416&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=pVQKpvAOPsezbDOu&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=16
iPhone 15 Plus Blue 128GB,"S$1,300",zherish,https://www.carousell.sg/p/iphone-15-plus-blue-128gb-1261771753/?t-id=47LtR41w3w_1698142726416&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=pVQKpvAOPsezbDOu&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=17
iPhone 15 Pro Natural Titanium 256GB,"S$1,780",truffleheart,https://www.carousell.sg/p/iphone-15-pro-natural-titanium-256gb-1261806009/?t-id=47LtR41w3w_1698142726416&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=pVQKpvAOPsezbDOu&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=18
iPhone 15 Pink 512GB,"S$1,700",shopaholicger,https://www.carousell.sg/p/iphone-15-pink-512gb-1261831763/?t-id=47LtR41w3w_1698142726416&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=pVQKpvAOPsezbDOu&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=19
IPhone 15 Pro Max Blue Titanium Blue 512 GB,"S$2,150",roselinchua05,https://www.carousell.sg/p/iphone-15-pro-max-blue-titanium-blue-512-gb-1257712142/?t-id=47LtR41w3w_1698142726416&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=pVQKpvAOPsezbDOu&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=20
iPhone 15 Pro Max White Titanium 256GB,"S$1,950",erickuek,https://www.carousell.sg/p/iphone-15-pro-max-white-titanium-256gb-1261842952/?t-id=47LtR41w3w_1698142726416&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=pVQKpvAOPsezbDOu&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=21
iPhone 15 Pink 256GB,"S$1,300",savels,https://www.carousell.sg/p/iphone-15-pink-256gb-1261757691/?t-id=47LtR41w3w_1698142726416&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=pVQKpvAOPsezbDOu&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=22
iPhone 15 Pro Max Black Titanium 256GB,"S$1,990",nicoleshop,https://www.carousell.sg/p/iphone-15-pro-max-black-titanium-256gb-1261843823/?t-id=47LtR41w3w_1698142726416&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=pVQKpvAOPsezbDOu&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=23
iPhone 15 Pro Natural Titanium 256GB,"S$1,750",scrappymain,https://www.carousell.sg/p/iphone-15-pro-natural-titanium-256gb-1261788163/?t-id=47LtR41w3w_1698142726416&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=pVQKpvAOPsezbDOu&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=26
iPhone 15 Blue 128GB,"S$1,148.88",mojojoel,https://www.carousell.sg/p/iphone-15-blue-128gb-1261699912/?t-id=47LtR41w3w_1698142726416&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=pVQKpvAOPsezbDOu&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=27
iPhone 15 Pro Max 256GB,"S$1,999",luxland,https://www.carousell.sg/p/iphone-15-pro-max-256gb-1261825217/?t-id=47LtR41w3w_1698142726416&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=pVQKpvAOPsezbDOu&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=28
iPhone 15 Pro Natural Titanium 128GB,"S$1,500",paradise_goodies,https://www.carousell.sg/p/iphone-15-pro-natural-titanium-128gb-1261768266/?t-id=47LtR41w3w_1698142726416&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=pVQKpvAOPsezbDOu&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=29
iPhone 15 Pro Max Natural Titanium 512GB,"S$2,050",yogurtdude,https://www.carousell.sg/p/iphone-15-pro-max-natural-titanium-512gb-1261836802/?t-id=47LtR41w3w_1698142726416&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=pVQKpvAOPsezbDOu&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=30
iPhone 15 Pro Max Natural Titanium 256GB,"S$1,850",dave4200,https://www.carousell.sg/p/iphone-15-pro-max-natural-titanium-256gb-1261810925/?t-id=47LtR41w3w_1698142726416&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=pVQKpvAOPsezbDOu&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=31
iPhone 15 Pro Max Black Titanium 256GB,"S$1,965",mobilesbeststore,https://www.carousell.sg/p/iphone-15-pro-max-black-titanium-256gb-1261853026/?t-id=47LtR41w3w_1698142726416&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=pVQKpvAOPsezbDOu&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=32
iPhone 15 Pro Max Natural Titanium 256GB,"S$1,968",samsouzaaa,https://www.carousell.sg/p/iphone-15-pro-max-natural-titanium-256gb-1261113971/?t-id=47LtR41w3w_1698142726416&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=pVQKpvAOPsezbDOu&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=33
iPhone 15 Pro Max Natural Titanium 1 TB,"S$2,500",leepy.sg,https://www.carousell.sg/p/iphone-15-pro-max-natural-titanium-1-tb-1261828851/?t-id=47LtR41w3w_1698142726416&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=pVQKpvAOPsezbDOu&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=34
iPhone 15 Pro Black Titanium 256GB,"S$1,700",veron994,https://www.carousell.sg/p/iphone-15-pro-black-titanium-256gb-1261771434/?t-id=47LtR41w3w_1698142726416&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=pVQKpvAOPsezbDOu&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=35
iPhone 15 Blue 128GB,"S$1,150",kirakin,https://www.carousell.sg/p/iphone-15-blue-128gb-1261675150/?t-id=47LtR41w3w_1698142726416&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=pVQKpvAOPsezbDOu&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=36
iPhone 15 Plus Black 128GB,"S$1,400",poniesxunicorn,https://www.carousell.sg/p/iphone-15-plus-black-128gb-1261710104/?t-id=47LtR41w3w_1698142726416&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=pVQKpvAOPsezbDOu&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=37
iPhone 15 Green 128GB,"S$1,200",limsuelinalex,https://www.carousell.sg/p/iphone-15-green-128gb-1261685066/?t-id=47LtR41w3w_1698142726416&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=pVQKpvAOPsezbDOu&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=0
iPhone 15 Pro Blue Titanium 256GB,"S$1,800",harokira,https://www.carousell.sg/p/iphone-15-pro-blue-titanium-256gb-1261751224/?t-id=47LtR41w3w_1698142726416&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=pVQKpvAOPsezbDOu&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=1
iPhone 15 Pro Max Natural Titanium 1 TB,"S$2,400",brl994,https://www.carousell.sg/p/iphone-15-pro-max-natural-titanium-1-tb-1261820010/?t-id=47LtR41w3w_1698142726416&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=pVQKpvAOPsezbDOu&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=2
iPhone 15 Pro Max Natural Titanium 512GB,"S$2,150",zantetsuken09,https://www.carousell.sg/p/iphone-15-pro-max-natural-titanium-512gb-1261386661/?t-id=47LtR41w3w_1698142726416&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=pVQKpvAOPsezbDOu&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=3
iPhone 15 Pro Max Blue Titanium 256GB,"S$2,150",bunnnn13,https://www.carousell.sg/p/iphone-15-pro-max-blue-titanium-256gb-1261705026/?t-id=47LtR41w3w_1698142726416&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=pVQKpvAOPsezbDOu&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=4
iPhone 15 Pro Max White Titanium 1 TB,"S$2,500",ivankjho,https://www.carousell.sg/p/iphone-15-pro-max-white-titanium-1-tb-1261836713/?t-id=47LtR41w3w_1698142726416&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=pVQKpvAOPsezbDOu&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=5
iPhone 15 Pro Black Titanium 256GB,"S$1,600",sarodle,https://www.carousell.sg/p/iphone-15-pro-black-titanium-256gb-1261705033/?t-id=47LtR41w3w_1698142726416&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=pVQKpvAOPsezbDOu&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=7
iPhone 15 Pro Blue Titanium 512GB,"S$1,930",itsfaye,https://www.carousell.sg/p/iphone-15-pro-blue-titanium-512gb-1261712007/?t-id=47LtR41w3w_1698142726416&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=pVQKpvAOPsezbDOu&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=8
iPhone 15 Pro Max Blue Titanium 256GB,"S$1,930",sasa2020,https://www.carousell.sg/p/iphone-15-pro-max-blue-titanium-256gb-1261762700/?t-id=47LtR41w3w_1698142726416&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=pVQKpvAOPsezbDOu&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=9
iPhone 15 Pro Max White Titanium 256GB,"S$1,900",clashx14,https://www.carousell.sg/p/iphone-15-pro-max-white-titanium-256gb-1261605483/?t-id=47LtR41w3w_1698142726416&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=pVQKpvAOPsezbDOu&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=10
iPhone 15 Pro Max Black Titanium 512GB,"S$2,250",aegon09,https://www.carousell.sg/p/iphone-15-pro-max-black-titanium-512gb-1261766186/?t-id=47LtR41w3w_1698142726416&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=pVQKpvAOPsezbDOu&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=11
iPhone 15 Pro Max Natural Titanium 512GB,"S$2,100",vat69komando,https://www.carousell.sg/p/iphone-15-pro-max-natural-titanium-512gb-1261804439/?t-id=47LtR41w3w_1698142726416&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=pVQKpvAOPsezbDOu&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=12
iPhone 15 Pro Black Titanium 128GB,"S$1,500",ilaaaa.xx,https://www.carousell.sg/p/iphone-15-pro-black-titanium-128gb-1261641949/?t-id=47LtR41w3w_1698142726416&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=pVQKpvAOPsezbDOu&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=13
iPhone 15 128GB,"S$1,160",leekasing88,https://www.carousell.sg/p/iphone-15-128gb-1261611511/?t-id=47LtR41w3w_1698142726416&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=pVQKpvAOPsezbDOu&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=14
iPhone 15 Pro Max White Titanium 512GB,"S$2,300",ivankjho,https://www.carousell.sg/p/iphone-15-pro-max-white-titanium-512gb-1261837195/?t-id=47LtR41w3w_1698142726416&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=ENkXdELEqOK1zIIi&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=15
iPhone 15 Pro Max Natural Titanium 1 TB,"S$2,350",ygy168,https://www.carousell.sg/p/iphone-15-pro-max-natural-titanium-1-tb-1261814661/?t-id=47LtR41w3w_1698142726416&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=ENkXdELEqOK1zIIi&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=18
iPhone 15 Pro Max Natural Titanium 1 TB,"S$2,480",wonderfu1,https://www.carousell.sg/p/iphone-15-pro-max-natural-titanium-1-tb-1261782418/?t-id=47LtR41w3w_1698142726416&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=ENkXdELEqOK1zIIi&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=19
iPhone 15 Pro Max Natural Titanium 256GB,"S$1,750",israelite,https://www.carousell.sg/p/iphone-15-pro-max-natural-titanium-256gb-1261686680/?t-id=47LtR41w3w_1698142726416&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=ENkXdELEqOK1zIIi&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=20
iPhone 15 Pro Natural Titanium 256GB,"S$1,588",saturnino.acacioiii,https://www.carousell.sg/p/iphone-15-pro-natural-titanium-256gb-1261640545/?t-id=47LtR41w3w_1698142726416&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=ENkXdELEqOK1zIIi&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=21
iPhone 15 Pro Blue Titanium 256GB,"S$1,730",scubatee,https://www.carousell.sg/p/iphone-15-pro-blue-titanium-256gb-1261665490/?t-id=47LtR41w3w_1698142726416&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=ENkXdELEqOK1zIIi&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=22
iPhone 15 Pro Max White Titanium 1 TB,"S$2,400",stevenyrd,https://www.carousell.sg/p/iphone-15-pro-max-white-titanium-1-tb-1261830653/?t-id=47LtR41w3w_1698142726416&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=ENkXdELEqOK1zIIi&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=23
iPhone 15 Pro Max Natural Titanium 512GB,"S$2,200",mombo,https://www.carousell.sg/p/iphone-15-pro-max-natural-titanium-512gb-1261759233/?t-id=47LtR41w3w_1698142726416&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=ENkXdELEqOK1zIIi&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=24
iPhone 15 Pro Max White Titanium 256GB,"S$1,950",boonzai,https://www.carousell.sg/p/iphone-15-pro-max-white-titanium-256gb-1261785397/?t-id=47LtR41w3w_1698142726416&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=ENkXdELEqOK1zIIi&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=25
iPhone 15 Pro Max Natural Titanium 512GB,"S$2,200",glordy,https://www.carousell.sg/p/iphone-15-pro-max-natural-titanium-512gb-1261776970/?t-id=47LtR41w3w_1698142726416&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=ENkXdELEqOK1zIIi&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=26
iPhone 15 Black 128GB,"S$1,150",leon293994,https://www.carousell.sg/p/iphone-15-black-128gb-1261612227/?t-id=47LtR41w3w_1698142726416&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=ENkXdELEqOK1zIIi&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=27
iPhone 15 Pro Max Blue Titanium 256GB,"S$1,980",thepineappleshop,https://www.carousell.sg/p/iphone-15-pro-max-blue-titanium-256gb-1261583320/?t-id=47LtR41w3w_1698142726416&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=ENkXdELEqOK1zIIi&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=28
iPhone 15 Pro White Titanium 1 TB,"S$2,400",harsh.sells,https://www.carousell.sg/p/iphone-15-pro-white-titanium-1-tb-1261697500/?t-id=47LtR41w3w_1698142726416&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=ENkXdELEqOK1zIIi&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=30
iPhone 15 Pro 128 GB Sealed in Box,"S$1,615",angkenneth.1,https://www.carousell.sg/p/iphone-15-pro-128-gb-sealed-in-box-1261564519/?t-id=47LtR41w3w_1698142726416&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=ENkXdELEqOK1zIIi&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=32
iPhone 15 Pro Max Blue Titanium 512GB,"S$2,050",goldennumbers,https://www.carousell.sg/p/iphone-15-pro-max-blue-titanium-512gb-1261788652/?t-id=47LtR41w3w_1698142726416&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=ENkXdELEqOK1zIIi&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=33
iPhone 15 Pro Max Natural Titanium 512GB,"S$2,200",revengerr704276,https://www.carousell.sg/p/iphone-15-pro-max-natural-titanium-512gb-1261767764/?t-id=47LtR41w3w_1698142726416&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=ENkXdELEqOK1zIIi&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=34
Iphone 15 256 GB,"S$1,420",huisoonheng,https://www.carousell.sg/p/iphone-15-256-gb-1261607273/?t-id=47LtR41w3w_1698142726416&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=ENkXdELEqOK1zIIi&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=35
iPhone 15 Pro Natural Titanium 128GB,"S$1,450",rainbowthriftstore,https://www.carousell.sg/p/iphone-15-pro-natural-titanium-128gb-1261627814/?t-id=47LtR41w3w_1698142726416&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=ENkXdELEqOK1zIIi&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=36
iPhone 15 Pro Max Natural Titanium 256GB,"S$1,988",gdragon2001,https://www.carousell.sg/p/iphone-15-pro-max-natural-titanium-256gb-1261677093/?t-id=47LtR41w3w_1698142726416&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=ENkXdELEqOK1zIIi&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=37
iPhone 15 Pro Max Black Titanium 1 TB,"S$2,500",sassyclassy,https://www.carousell.sg/p/iphone-15-pro-max-black-titanium-1-tb-1261781324/?t-id=47LtR41w3w_1698142726416&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=ENkXdELEqOK1zIIi&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=38
iPhone 15 Blue 128GB,"S$1,100",hello.grab.it,https://www.carousell.sg/p/iphone-15-blue-128gb-1261585086/?t-id=47LtR41w3w_1698142726416&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=ENkXdELEqOK1zIIi&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=39
