Name,Price,Seller,Link
iPhone 15 Pro Max Blue Titanium 512GB,"S$2,150",luvwtp,https://www.carousell.sg/p/iphone-15-pro-max-blue-titanium-512gb-1261246535/?t-id=eqsCFUCBaG_1697885612758&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=wdz65dsWI4pd6leM&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=14
iPhone 15 Pro Max Natural Titanium 256GB,"S$1,999",abovetheweather,https://www.carousell.sg/p/iphone-15-pro-max-natural-titanium-256gb-1261242843/?t-id=eqsCFUCBaG_1697885612758&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=wdz65dsWI4pd6leM&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=15
iPhone 15 Pro Natural Titanium 128GB,"S$1,620",thomas123456,https://www.carousell.sg/p/iphone-15-pro-natural-titanium-128gb-1261210875/?t-id=eqsCFUCBaG_1697885612758&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=wdz65dsWI4pd6leM&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=16
iPhone 15 Plus Yellow 256GB,"S$1,400",tangerine.hc-72394,https://www.carousell.sg/p/iphone-15-plus-yellow-256gb-1261229407/?t-id=eqsCFUCBaG_1697885612758&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=wdz65dsWI4pd6leM&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=17
iPhone 15 Pro Max Natural Titanium 256GB,"S$2,100",mhelvinthepro,https://www.carousell.sg/p/iphone-15-pro-max-natural-titanium-256gb-1261237960/?t-id=eqsCFUCBaG_1697885612758&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=wdz65dsWI4pd6leM&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=18
iPhone 15 Pro Max Blue Titanium 256GB,"S$1,800",kimng232,https://www.carousell.sg/p/iphone-15-pro-max-blue-titanium-256gb-1261242006/?t-id=eqsCFUCBaG_1697885612758&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=wdz65dsWI4pd6leM&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=19
iPhone 15 Pro Max Natural Titanium 1 TB,"S$2,550",abdulwz,https://www.carousell.sg/p/iphone-15-pro-max-natural-titanium-1-tb-1261236070/?t-id=eqsCFUCBaG_1697885612758&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=wdz65dsWI4pd6leM&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=20
iPhone 15 Pro Max Blue Titanium 512GB,"S$2,098",gokusan85,https://www.carousell.sg/p/iphone-15-pro-max-blue-titanium-512gb-1261160334/?t-id=eqsCFUCBaG_1697885612758&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=wdz65dsWI4pd6leM&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=21
iPhone 15 Pro Natural Titanium 128GB,"S$1,599",boy_dapa,https://www.carousell.sg/p/iphone-15-pro-natural-titanium-128gb-1261225485/?t-id=eqsCFUCBaG_1697885612758&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=wdz65dsWI4pd6leM&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=22
iPhone 15 Pro Max Natural Titanium 256GB,"S$1,900",nrshmrh,https://www.carousell.sg/p/iphone-15-pro-max-natural-titanium-256gb-1261212658/?t-id=eqsCFUCBaG_1697885612758&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=wdz65dsWI4pd6leM&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=23
iPhone 15 Pink 256GB,"S$1,450",junshen_,https://www.carousell.sg/p/iphone-15-pink-256gb-1261183940/?t-id=eqsCFUCBaG_1697885612758&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=wdz65dsWI4pd6leM&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=26
iPhone 15 Pro Natural Titanium 256GB,"S$1,750",lonewolfmonster,https://www.carousell.sg/p/iphone-15-pro-natural-titanium-256gb-1261191068/?t-id=eqsCFUCBaG_1697885612758&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=wdz65dsWI4pd6leM&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=27
iPhone 15 Black 128GB,"S$1,200",sweettemptations27,https://www.carousell.sg/p/iphone-15-black-128gb-1261225689/?t-id=eqsCFUCBaG_1697885612758&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=wdz65dsWI4pd6leM&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=28
iPhone 15 Blue 256GB,"S$1,250",chevy9977,https://www.carousell.sg/p/iphone-15-blue-256gb-1261175272/?t-id=eqsCFUCBaG_1697885612758&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=wdz65dsWI4pd6leM&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=29
iPhone 15 Pro Max Natural Titanium 256GB,"S$1,800",vindicatedink,https://www.carousell.sg/p/iphone-15-pro-max-natural-titanium-256gb-1261189940/?t-id=eqsCFUCBaG_1697885612758&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=wdz65dsWI4pd6leM&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=30
iPhone 15 Pro Black Titanium 128GB,"S$1,428",impressive_tele,https://www.carousell.sg/p/iphone-15-pro-black-titanium-128gb-1261210404/?t-id=eqsCFUCBaG_1697885612758&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=wdz65dsWI4pd6leM&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=31
iPhone 15 Pro Max Natural Titanium 512GB,"S$2,200",732286558,https://www.carousell.sg/p/iphone-15-pro-max-natural-titanium-512gb-1261249352/?t-id=eqsCFUCBaG_1697885612758&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=wdz65dsWI4pd6leM&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=32
iPhone 15 Black 128GB,"S$1,100",yuhoobabay17781,https://www.carousell.sg/p/iphone-15-black-128gb-1261164978/?t-id=eqsCFUCBaG_1697885612758&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=wdz65dsWI4pd6leM&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=33
iPhone 15 Black 256GB,"S$1,300",jerrygohcs,https://www.carousell.sg/p/iphone-15-black-256gb-1261166170/?t-id=eqsCFUCBaG_1697885612758&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=wdz65dsWI4pd6leM&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=34
Highest buyback Iphone 15/14/13 Pro Max Grey 256 GB,S$999,tradezonepc,https://www.carousell.sg/p/highest-buyback-iphone-15-14-13-pro-max-grey-256-gb-1181670106/?t-id=eqsCFUCBaG_1697885612758&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=wdz65dsWI4pd6leM&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=35
iPhone 15 Pro Max Natural Titanium 256GB,"S$1,900",chanrichh,https://www.carousell.sg/p/iphone-15-pro-max-natural-titanium-256gb-1261196216/?t-id=eqsCFUCBaG_1697885612758&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=wdz65dsWI4pd6leM&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=36
iPhone 15 Pro Max Black Titanium 1 TB,"S$2,280",kennychua862094,https://www.carousell.sg/p/iphone-15-pro-max-black-titanium-1-tb-1261233882/?t-id=eqsCFUCBaG_1697885612758&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=wdz65dsWI4pd6leM&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=37
iPhone 15 Pro Max Blue Titanium 256GB,S$450,arielexe,https://www.carousell.sg/p/iphone-15-pro-max-blue-titanium-256gb-1261207153/?t-id=eqsCFUCBaG_1697885612758&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=wdz65dsWI4pd6leM&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=0
iPhone 15 Pro Max Natural Titanium 256GB,"S$1,999",mun199810217672,https://www.carousell.sg/p/iphone-15-pro-max-natural-titanium-256gb-1261219351/?t-id=eqsCFUCBaG_1697885612758&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=wdz65dsWI4pd6leM&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=1
iPhone 15 Pro Max Natural Titanium 256GB,"S$2,059",bbosco93169765,https://www.carousell.sg/p/iphone-15-pro-max-natural-titanium-256gb-1261201467/?t-id=eqsCFUCBaG_1697885612758&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=wdz65dsWI4pd6leM&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=2
iPhone 15 Pro Max Natural Titanium 256GB,"S$1,900",nicedealsonlyy,https://www.carousell.sg/p/iphone-15-pro-max-natural-titanium-256gb-1261182143/?t-id=eqsCFUCBaG_1697885612758&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=wdz65dsWI4pd6leM&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=3
iPhone 15 Pro Max Natural Titanium 512GB,"S$2,250",kschong,https://www.carousell.sg/p/iphone-15-pro-max-natural-titanium-512gb-1261214598/?t-id=eqsCFUCBaG_1697885612758&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=wdz65dsWI4pd6leM&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=4
iPhone 15 Pro Max Blue Titanium 256GB,"S$1,900",troyzk,https://www.carousell.sg/p/iphone-15-pro-max-blue-titanium-256gb-1261175474/?t-id=eqsCFUCBaG_1697885612758&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=wdz65dsWI4pd6leM&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=5
iPhone 15 Plus Green 128GB,"S$1,430",raviee,https://www.carousell.sg/p/iphone-15-plus-green-128gb-1261149110/?t-id=eqsCFUCBaG_1697885612758&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=wdz65dsWI4pd6leM&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=7
iPhone 15 Pro Max Natural Titanium 256GB,"S$2,000",asnbala,https://www.carousell.sg/p/iphone-15-pro-max-natural-titanium-256gb-1261107982/?t-id=eqsCFUCBaG_1697885612758&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=wdz65dsWI4pd6leM&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=8
iPhone 15 Pro Max Natural Titanium 256GB,"S$1,980",jimmy_hd,https://www.carousell.sg/p/iphone-15-pro-max-natural-titanium-256gb-1261175296/?t-id=eqsCFUCBaG_1697885612758&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=wdz65dsWI4pd6leM&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=9
iPhone 15 Pro Black Titanium 256GB,"S$1,670",webberlink,https://www.carousell.sg/p/iphone-15-pro-black-titanium-256gb-1261170731/?t-id=eqsCFUCBaG_1697885612758&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=wdz65dsWI4pd6leM&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=10
iPhone 15 Pro Max Natural Titanium 256GB,"S$1,888",krdeen,https://www.carousell.sg/p/iphone-15-pro-max-natural-titanium-256gb-1261231653/?t-id=eqsCFUCBaG_1697885612758&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=wdz65dsWI4pd6leM&t-referrer_search_query=iphone%2015&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=11
